link_id,from_node_id,to_node_id,facility_type,dir_flag,directed_route_id,link_type,link_type_name,length,lanes,capacity,free_speed,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_penalty1,geometry,VDF_allowed_uses1,agency_name,stop_sequence,directed_service_id
1000021,1500021,1500016,bus,1,1342.2,1,service_links,2499.2753248118024,3,999999,16.661835498745347,0.0,9.0,2999997,0.15,4,0,"LINESTRING (-96.73126238 43.52278231, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,34,1342.2:1;8;16;20;27;34;42
1000022,1500022,1500022,bus,1,1343.2,1,service_links,0.0,2,999999,0.0,0.0,22.0,1999998,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1343.2:1;24
1000023,1500023,1500024,bus,1,1343.2,1,service_links,2327.4519668507537,2,999999,27.929423602209045,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.69672536 43.546493909999995)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1343.2:1;7;12;18;23;24
1000024,1500024,1500025,bus,1,1343.2,1,service_links,1709.6322478649577,2,999999,20.515586974379495,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.69672536 43.546493909999995, -96.67582167 43.5438822)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,7,1343.2:1;7;12;18;23;24
1000025,1500025,1500026,bus,1,1343.2,1,service_links,1342.1634610721096,2,999999,16.105961532865315,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.67582167 43.5438822, -96.69199496 43.54675758)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,12,1343.2:1;7;12;18;23;24
1000026,1500026,1500027,bus,1,1343.2,1,service_links,1771.443600708764,2,999999,21.257323208505166,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.69199496 43.54675758, -96.71397392 43.546653649999996)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,18,1343.2:1;7;12;18;23;24
1000027,1500027,1500023,bus,1,1343.2,1,service_links,951.1718617518472,2,999999,28.535155852555416,0.0,2.0,1999998,0.15,4,0,"LINESTRING (-96.71397392 43.546653649999996, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,23,1343.2:1;7;12;18;23;24
1000028,1500028,1500028,bus,1,1344.2,1,service_links,0.0,2,999999,0.0,0.0,21.0,1999998,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1344.2:1;26
1000029,1500029,1500030,bus,1,1344.2,1,service_links,1364.975242760528,1,999999,20.47462864140792,0.0,4.0,999999,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.71606984 43.534681109999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1344.2:1;5;11;16;23;26
1000030,1500030,1500031,bus,1,1344.2,1,service_links,1818.5931021864494,1,999999,21.823117226237393,0.0,5.0,999999,0.15,4,0,"LINESTRING (-96.71606984 43.534681109999994, -96.71145996 43.51867128999999)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,5,1344.2:1;5;11;16;23;26
1000031,1500031,1500032,bus,1,1344.2,1,service_links,1203.1399386998175,1,999999,18.047099080497265,0.0,4.0,999999,0.15,4,0,"LINESTRING (-96.71145996 43.51867128999999, -96.72628099 43.517420689999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,11,1344.2:1;5;11;16;23;26
1000032,1500032,1500033,bus,1,1344.2,1,service_links,2108.7459272612414,1,999999,25.304951127134895,0.0,5.0,999999,0.15,4,0,"LINESTRING (-96.72628099 43.517420689999994, -96.72633317 43.53638505999999)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,16,1344.2:1;5;11;16;23;26
1000033,1500033,1500029,bus,1,1344.2,1,service_links,945.7102168976347,1,999999,18.914204337952693,0.0,3.0,999999,0.15,4,0,"LINESTRING (-96.72633317 43.53638505999999, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,23,1344.2:1;5;11;16;23;26
1000034,1500034,1500036,bus,1,1345.2,1,service_links,2652.266771571843,2,999999,17.681778477145617,0.0,9.0,1999998,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.75163272 43.55938369)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1345.2:1;12;17;24
1000035,1500036,1500037,bus,1,1345.2,1,service_links,1066.1742875432965,2,999999,12.794091450519558,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.75163272 43.55938369, -96.73879821 43.561715469999996)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,12,1345.2:1;12;17;24
1000036,1500037,1500034,bus,1,1345.2,1,service_links,2157.44733746151,2,999999,14.382982249743398,0.0,9.0,1999998,0.15,4,0,"LINESTRING (-96.73879821 43.561715469999996, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,17,1345.2:1;12;17;24
1000037,1500035,1500035,bus,1,1345.2,1,service_links,0.0,2,999999,0.0,0.0,23.0,1999998,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1345.2:1;24
1000038,1500038,1500038,bus,1,1346.2,1,service_links,0.0,2,999999,0.0,0.0,52.0,1999998,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1346.2:1;43
1000039,1500039,1500040,bus,1,1346.2,1,service_links,846.3818394684052,3,999999,10.156582073620864,0.0,5.0,2999997,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.71997319 43.551334569999995)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1346.2:1;4;12;20;23;28;33;39;43
1000040,1500040,1500041,bus,1,1346.2,1,service_links,2615.8921096039726,3,999999,31.390705315247672,0.0,5.0,2999997,0.15,4,0,"LINESTRING (-96.71997319 43.551334569999995, -96.6915997 43.56276458999999)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,4,1346.2:1;4;12;20;23;28;33;39;43
1000041,1500041,1500042,bus,1,1346.2,1,service_links,2218.3963236415057,3,999999,13.310377941849035,0.0,10.0,2999997,0.15,4,0,"LINESTRING (-96.6915997 43.56276458999999, -96.66929964 43.551066)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,12,1346.2:1;4;12;20;23;28;33;39;43
1000042,1500042,1500043,bus,1,1346.2,1,service_links,1300.4564160544053,3,999999,15.605476992652862,0.0,5.0,2999997,0.15,4,0,"LINESTRING (-96.66929964 43.551066, -96.65984539 43.541588579999996)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,20,1346.2:1;4;12;20;23;28;33;39;43
1000043,1500043,1500044,bus,1,1346.2,1,service_links,982.2928286042453,3,999999,5.893756971625471,0.0,10.0,2999997,0.15,4,0,"LINESTRING (-96.65984539 43.541588579999996, -96.67149334 43.544187189999995)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,23,1346.2:1;4;12;20;23;28;33;39;43
1000044,1500044,1500045,bus,1,1346.2,1,service_links,1831.068312620934,3,999999,21.97281975145121,0.0,5.0,2999997,0.15,4,0,"LINESTRING (-96.67149334 43.544187189999995, -96.69205065 43.55119858)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,28,1346.2:1;4;12;20;23;28;33;39;43
1000045,1500045,1500046,bus,1,1346.2,1,service_links,1592.1210335273017,3,999999,19.10545240232762,0.0,5.0,2999997,0.15,4,0,"LINESTRING (-96.69205065 43.55119858, -96.71118667 43.55475885)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,33,1346.2:1;4;12;20;23;28;33;39;43
1000046,1500046,1500039,bus,1,1346.2,1,service_links,1594.6311773502,3,999999,13.668267234430287,0.0,7.0,2999997,0.15,4,0,"LINESTRING (-96.71118667 43.55475885, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,39,1346.2:1;4;12;20;23;28;33;39;43
1000047,1500048,1500048,bus,1,1347.2,1,service_links,0.0,2,999999,0.0,0.0,31.0,1999998,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1347.2:1;32
1000048,1500049,1500050,bus,1,1347.2,1,service_links,2145.6907141048473,3,999999,21.456907141048475,0.0,6.0,2999997,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.73131690000001 43.56370251)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1347.2:1;6;12;19;26;32
1000049,1500050,1500047,bus,1,1347.2,1,service_links,2694.4619723840856,3,999999,26.94461972384086,0.0,6.0,2999997,0.15,4,0,"LINESTRING (-96.73131690000001 43.56370251, -96.7213634978653 43.5868366050116)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,6,1347.2:1;6;12;19;26;32
1000050,1500047,1500051,bus,1,1347.2,1,service_links,1765.0470770160496,3,999999,21.180564924192595,0.0,5.0,2999997,0.15,4,0,"LINESTRING (-96.7213634978653 43.5868366050116, -96.71160062 43.60104827)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,12,1347.2:1;6;12;19;26;32
1000051,1500051,1500052,bus,1,1347.2,1,service_links,4408.704832622983,3,999999,44.087048326229834,0.0,6.0,2999997,0.15,4,0,"LINESTRING (-96.71160062 43.60104827, -96.71167345 43.561399869999995)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,19,1347.2:1;6;12;19;26;32
1000052,1500052,1500049,bus,1,1347.2,1,service_links,2150.12308760964,3,999999,16.1259231570723,0.0,8.0,2999997,0.15,4,0,"LINESTRING (-96.71167345 43.561399869999995, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,26,1347.2:1;6;12;19;26;32
1000053,1500053,1500053,bus,1,1348.2,1,service_links,0.0,2,999999,0.0,0.0,22.0,1999998,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1348.2:1;32
1000054,1500054,1500055,bus,1,1348.2,1,service_links,2364.813597422203,2,999999,28.377763169066437,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.6985501 43.536490459999996)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1348.2:1;7;16;23;27;32
1000055,1500055,1500056,bus,1,1348.2,1,service_links,2304.417762025067,2,999999,27.653013144300804,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.6985501 43.536490459999996, -96.67162983 43.52951967)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,7,1348.2:1;7;16;23;27;32
1000056,1500056,1500057,bus,1,1348.2,1,service_links,1840.2010203443535,2,999999,22.082412244132243,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.67162983 43.52951967, -96.69225064 43.53661820999999)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,16,1348.2:1;7;16;23;27;32
1000057,1500057,1500058,bus,1,1348.2,1,service_links,1711.4934565550202,2,999999,25.672401848325304,0.0,4.0,1999998,0.15,4,0,"LINESTRING (-96.69225064 43.53661820999999, -96.71245563000001 43.54134919)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,23,1348.2:1;7;16;23;27;32
1000058,1500058,1500054,bus,1,1348.2,1,service_links,1123.0849172016376,2,999999,6.12591773019075,0.0,11.0,1999998,0.15,4,0,"LINESTRING (-96.71245563000001 43.54134919, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,27,1348.2:1;7;16;23;27;32
1000059,1500060,1500060,bus,1,1349.2,1,service_links,0.0,2,999999,0.0,0.0,53.0,1999998,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1349.2:1;55
1000060,1500061,1500063,bus,1,1349.2,1,service_links,2063.094674162247,2,999999,24.75713608994696,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.75107964 43.5439212)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1349.2:1;7;13;28;31;38;50;55
1000061,1500063,1500064,bus,1,1349.2,1,service_links,1908.376708114794,2,999999,22.900520497377528,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.75107964 43.5439212, -96.77475687 43.54397839)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,7,1349.2:1;7;13;28;31;38;50;55
1000062,1500064,1500065,bus,1,1349.2,1,service_links,1557.6212825570817,2,999999,9.345727695342491,0.0,10.0,1999998,0.15,4,0,"LINESTRING (-96.77475687 43.54397839, -96.7915873 43.537095019999995)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,13,1349.2:1;7;13;28;31;38;50;55
1000063,1500065,1500059,bus,1,1349.2,1,service_links,1190.0164458376196,2,999999,14.280197350051436,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.7915873 43.537095019999995, -96.7863288615177 43.5270949842447)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,28,1349.2:1;7;13;28;31;38;50;55
1000064,1500059,1500066,bus,1,1349.2,1,service_links,377.3451204053359,2,999999,2.2640707224320153,0.0,10.0,1999998,0.15,4,0,"LINESTRING (-96.7863288615177 43.5270949842447, -96.79089022000001 43.527855689999996)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,31,1349.2:1;7;13;28;31;38;50;55
1000065,1500066,1500062,bus,1,1349.2,1,service_links,3676.641005823181,2,999999,22.05984603493909,0.0,10.0,1999998,0.15,4,0,"LINESTRING (-96.79089022000001 43.527855689999996, -96.75091225 43.543772309999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,38,1349.2:1;7;13;28;31;38;50;55
1000066,1500062,1500061,bus,1,1349.2,1,service_links,2050.5418322197656,2,999999,15.379063741648242,0.0,8.0,1999998,0.15,4,0,"LINESTRING (-96.75091225 43.543772309999994, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,50,1349.2:1;7;13;28;31;38;50;55
1000067,1500069,1500069,bus,1,1350.2,1,service_links,0.0,4,999999,0.0,0.0,23.0,3999996,0.15,4,0,"LINESTRING (-96.77159721000001 43.50468562, -96.77159721000001 43.50468562)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1350.2:1;34
1000068,1500070,1500067,bus,1,1350.2,1,service_links,1587.9131478688503,1,999999,19.054957774426203,0.0,5.0,999999,0.15,4,0,"LINESTRING (-96.77159721000001 43.50468562, -96.7909195876765 43.5074285179269)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1350.2:1;8;15;25;28;34
1000069,1500067,1500071,bus,1,1350.2,1,service_links,1785.0345308426606,1,999999,21.420414370111924,0.0,5.0,999999,0.15,4,0,"LINESTRING (-96.7909195876765 43.5074285179269, -96.81083709 43.51443183)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,8,1350.2:1;8;15;25;28;34
1000070,1500071,1500072,bus,1,1350.2,1,service_links,1977.6128371508266,1,999999,23.73135404580992,0.0,5.0,999999,0.15,4,0,"LINESTRING (-96.81083709 43.51443183, -96.78631348 43.51429405)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,15,1350.2:1;8;15;25;28;34
1000071,1500072,1500068,bus,1,1350.2,1,service_links,1420.9124357111648,1,999999,8.52547461426699,0.0,10.0,999999,0.15,4,0,"LINESTRING (-96.78631348 43.51429405, -96.78606082979141 43.527071309198895)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,25,1350.2:1;8;15;25;28;34
1000072,1500068,1500070,bus,1,1350.2,1,service_links,2748.8626706710297,1,999999,16.493176024026177,0.0,10.0,999999,0.15,4,0,"LINESTRING (-96.78606082979141 43.527071309198895, -96.77159721000001 43.50468562)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,28,1350.2:1;8;15;25;28;34
1000073,1500073,1500073,bus,1,1351.2,1,service_links,0.0,2,999999,0.0,0.0,53.0,1999998,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1351.2:1;46
1000074,1500074,1500076,bus,1,1351.2,1,service_links,2063.094674162247,2,999999,24.75713608994696,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.75107964 43.5439212)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,1351.2:1;7;14;19;24;31;35;41;46
1000075,1500076,1500077,bus,1,1351.2,1,service_links,1782.1080139920516,2,999999,21.385296167904617,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.75107964 43.5439212, -96.76068267000001 43.55835799)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,7,1351.2:1;7;14;19;24;31;35;41;46
1000076,1500077,1500078,bus,1,1351.2,1,service_links,2259.42945404084,2,999999,27.11315344849008,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.76068267000001 43.55835799, -96.78021257 43.57293985)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,14,1351.2:1;7;14;19;24;31;35;41;46
1000077,1500078,1500081,bus,1,1351.2,1,service_links,3382.6888320845887,2,999999,28.99447570358219,0.0,7.0,1999998,0.15,4,0,"LINESTRING (-96.78021257 43.57293985, -96.787706 43.602872999999995)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,19,1351.2:1;7;14;19;24;31;35;41;46
1000078,1500081,1500079,bus,1,1351.2,1,service_links,3885.1442142450105,2,999999,21.191695714063695,0.0,11.0,1999998,0.15,4,0,"LINESTRING (-96.787706 43.602872999999995, -96.7809518804779 43.5682772668864)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,24,1351.2:1;7;14;19;24;31;35;41;46
1000079,1500079,1500080,bus,1,1351.2,1,service_links,2081.2618421771795,2,999999,17.83938721866154,0.0,7.0,1999998,0.15,4,0,"LINESTRING (-96.7809518804779 43.5682772668864, -96.75914209 43.558248369999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,31,1351.2:1;7;14;19;24;31;35;41;46
1000080,1500080,1500075,bus,1,1351.2,1,service_links,1740.9503470547272,2,999999,14.922431546183375,0.0,7.0,1999998,0.15,4,0,"LINESTRING (-96.75914209 43.558248369999994, -96.75091225 43.543772309999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,35,1351.2:1;7;14;19;24;31;35;41;46
1000081,1500075,1500074,bus,1,1351.2,1,service_links,2050.5418322197656,2,999999,20.505418322197656,0.0,6.0,1999998,0.15,4,0,"LINESTRING (-96.75091225 43.543772309999994, -96.72551594000001 43.544869379999994)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,41,1351.2:1;7;14;19;24;31;35;41;46
1000082,1500083,1500085,bus,1,19506.2,1,service_links,2327.4519668507537,2,999999,27.929423602209045,0.0,5.0,1999998,0.15,4,0,"LINESTRING (-96.72551594000001 43.544869379999994, -96.69672536 43.546493909999995)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,Sioux Area Metro,1,19506.2:1;7;11;12;13;16
